
[START] task=easy seed=1
[STEP] step=1 actions=[1, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 1, 'collision_rate': 0.0}
[STEP] step=30 actions=[1, 2] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 30, 'collision_rate': 0.0}
[STEP] step=31 actions=[1, 3] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 31, 'collision_rate': 0.0}
[STEP] step=32 actions=[2, 1] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 32, 'collision_rate': 0.0}
[STEP] step=33 actions=[3, 0] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 33, 'collision_rate': 0.0}
[STEP] step=34 actions=[0, 2] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 34, 'collision_rate': 0.0}
[STEP] step=35 actions=[1, 3] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 35, 'collision_rate': 0.0}
[STEP] step=36 actions=[2, 1] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 36, 'collision_rate': 0.0}
[STEP] step=37 actions=[3, 0] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 37, 'collision_rate': 0.0}
[STEP] step=38 actions=[0, 2] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 38, 'collision_rate': 0.0}
[STEP] step=39 actions=[1, 3] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 39, 'collision_rate': 0.0}
[STEP] step=40 actions=[2, 1] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 40, 'collision_rate': 0.0}
[STEP] step=41 actions=[3, 0] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 41, 'collision_rate': 0.0}
[STEP] step=42 actions=[0, 2] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 42, 'collision_rate': 0.0}
[STEP] step=43 actions=[1, 3] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 43, 'collision_rate': 0.0}
[STEP] step=44 actions=[2, 1] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 44, 'collision_rate': 0.0}
[STEP] step=45 actions=[3, 0] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 45, 'collision_rate': 0.0}
[STEP] step=46 actions=[0, 2] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 46, 'collision_rate': 0.0}
[STEP] step=47 actions=[1, 3] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 47, 'collision_rate': 0.0}
[STEP] step=48 actions=[2, 1] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 48, 'collision_rate': 0.0}
[STEP] step=49 actions=[3, 0] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 49, 'collision_rate': 0.0}
[STEP] step=50 actions=[0, 2] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 50, 'collision_rate': 0.0}
[STEP] step=51 actions=[1, 3] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 51, 'collision_rate': 0.0}
[STEP] step=52 actions=[2, 1] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 52, 'collision_rate': 0.0}
[STEP] step=53 actions=[3, 0] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 53, 'collision_rate': 0.0}
[STEP] step=54 actions=[0, 2] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 54, 'collision_rate': 0.0}
[STEP] step=55 actions=[1, 3] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 55, 'collision_rate': 0.0}
[STEP] step=56 actions=[2, 1] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 56, 'collision_rate': 0.0}
[STEP] step=57 actions=[3, 0] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 57, 'collision_rate': 0.0}
[STEP] step=58 actions=[0, 2] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 58, 'collision_rate': 0.0}
[STEP] step=59 actions=[1, 3] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 59, 'collision_rate': 0.0}
[STEP] step=60 actions=[2, 1] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 60, 'collision_rate': 0.0}
[STEP] step=61 actions=[3, 0] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 61, 'collision_rate': 0.0}
[STEP] step=62 actions=[0, 2] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 62, 'collision_rate': 0.0}
[STEP] step=63 actions=[1, 3] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 63, 'collision_rate': 0.0}
[STEP] step=64 actions=[2, 1] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 64, 'collision_rate': 0.0}
[STEP] step=65 actions=[3, 0] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 65, 'collision_rate': 0.0}
[STEP] step=66 actions=[0, 2] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 66, 'collision_rate': 0.0}
[STEP] step=67 actions=[1, 3] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 67, 'collision_rate': 0.0}
[STEP] step=68 actions=[2, 1] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 68, 'collision_rate': 0.0}
[STEP] step=69 actions=[3, 0] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 69, 'collision_rate': 0.0}
[STEP] step=70 actions=[0, 2] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 70, 'collision_rate': 0.0}
[STEP] step=71 actions=[1, 3] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 71, 'collision_rate': 0.0}
[STEP] step=72 actions=[2, 1] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 72, 'collision_rate': 0.0}
[STEP] step=73 actions=[3, 0] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 73, 'collision_rate': 0.0}
[STEP] step=74 actions=[0, 2] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 74, 'collision_rate': 0.0}
[STEP] step=75 actions=[1, 3] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 75, 'collision_rate': 0.0}
[STEP] step=76 actions=[2, 1] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 76, 'collision_rate': 0.0}
[STEP] step=77 actions=[3, 0] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 77, 'collision_rate': 0.0}
[STEP] step=78 actions=[0, 2] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 78, 'collision_rate': 0.0}
[STEP] step=79 actions=[1, 3] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 79, 'collision_rate': 0.0}
[STEP] step=80 actions=[2, 1] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 80, 'collision_rate': 0.0}
[END] task=hard score=0.85

[START] task=hard seed=7
[STEP] step=1 actions=[1, 2] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 1, 'collision_rate': 0.0}
[STEP] step=2 actions=[1, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 2, 'collision_rate': 0.0}
[STEP] step=3 actions=[2, 3] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 3, 'collision_rate': 0.0}
[STEP] step=4 actions=[4, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 4, 'collision_rate': 0.0}
[STEP] step=5 actions=[3, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 5, 'collision_rate': 0.0}
[STEP] step=6 actions=[3, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 6, 'collision_rate': 0.0}
[STEP] step=7 actions=[3, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 7, 'collision_rate': 0.0}
[STEP] step=8 actions=[3, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 8, 'collision_rate': 0.0}
[STEP] step=9 actions=[3, 6] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 9, 'collision_rate': 0.0}
[STEP] step=10 actions=[3, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 10, 'collision_rate': 0.0}
[STEP] step=11 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 11, 'collision_rate': 0.0}
[STEP] step=12 actions=[0, 2] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 12, 'collision_rate': 0.0}
[STEP] step=13 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 13, 'collision_rate': 0.0}
[STEP] step=14 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 14, 'collision_rate': 0.0}
[STEP] step=15 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 15, 'collision_rate': 0.0}
[STEP] step=16 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 16, 'collision_rate': 0.0}
[STEP] step=17 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 17, 'collision_rate': 0.0}
[STEP] step=18 actions=[3, 4] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 18, 'collision_rate': 0.0}
[STEP] step=19 actions=[0, 3] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 19, 'collision_rate': 0.0}
[STEP] step=20 actions=[3, 0] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 20, 'collision_rate': 0.0}
[STEP] step=21 actions=[0, 0] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 21, 'collision_rate': 0.0}
[STEP] step=22 actions=[2, 0] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 22, 'collision_rate': 0.0}
[STEP] step=23 actions=[1, 3] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 23, 'collision_rate': 0.0}
[STEP] step=24 actions=[3, 0] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 24, 'collision_rate': 0.0}
[STEP] step=25 actions=[0, 0] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 25, 'collision_rate': 0.0}
[STEP] step=26 actions=[2, 0] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 26, 'collision_rate': 0.0}
[STEP] step=27 actions=[1, 0] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 27, 'collision_rate': 0.0}
[STEP] step=28 actions=[3, 0] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 28, 'collision_rate': 0.0}
[STEP] step=29 actions=[0, 0] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 29, 'collision_rate': 0.0}
[STEP] step=30 actions=[2, 0] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 30, 'collision_rate': 0.0}
[STEP] step=31 actions=[1, 0] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 31, 'collision_rate': 0.0}
[STEP] step=32 actions=[3, 0] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 32, 'collision_rate': 0.0}
[STEP] step=33 actions=[0, 0] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 33, 'collision_rate': 0.0}
[STEP] step=34 actions=[2, 0] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 34, 'collision_rate': 0.0}
[STEP] step=35 actions=[3, 0] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 35, 'collision_rate': 0.0}
[STEP] step=36 actions=[0, 5] info={'deliveries': 1, 'total_deliveries': 1, 'step_count': 36, 'collision_rate': 0.0}
[STEP] step=37 actions=[3, 5] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 37, 'collision_rate': 0.0}
[STEP] step=38 actions=[3, 5] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 38, 'collision_rate': 0.0}
[STEP] step=39 actions=[3, 5] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 39, 'collision_rate': 0.0}
[STEP] step=40 actions=[3, 5] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 40, 'collision_rate': 0.0}
[STEP] step=41 actions=[1, 5] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 41, 'collision_rate': 0.0}
[STEP] step=42 actions=[0, 0] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 42, 'collision_rate': 0.0}
[STEP] step=43 actions=[1, 1] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 43, 'collision_rate': 0.0}
[STEP] step=44 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 44, 'collision_rate': 0.0}
[STEP] step=45 actions=[3, 2] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 45, 'collision_rate': 0.0}
[STEP] step=46 actions=[3, 2] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 46, 'collision_rate': 0.0}
[STEP] step=47 actions=[1, 0] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 47, 'collision_rate': 0.0}
[STEP] step=48 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 48, 'collision_rate': 0.0}
[STEP] step=49 actions=[1, 0] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 49, 'collision_rate': 0.0}
[STEP] step=50 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 50, 'collision_rate': 0.0}
[STEP] step=51 actions=[1, 0] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 51, 'collision_rate': 0.0}
[STEP] step=52 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 52, 'collision_rate': 0.0}
[STEP] step=53 actions=[1, 0] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 53, 'collision_rate': 0.0}
[STEP] step=54 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 54, 'collision_rate': 0.0}
[STEP] step=55 actions=[1, 0] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 55, 'collision_rate': 0.0}
[STEP] step=56 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 56, 'collision_rate': 0.0}
[STEP] step=57 actions=[1, 0] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 57, 'collision_rate': 0.0}
[STEP] step=58 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 58, 'collision_rate': 0.0}
[STEP] step=59 actions=[1, 0] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 59, 'collision_rate': 0.0}
[STEP] step=60 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 60, 'collision_rate': 0.0}
[STEP] step=61 actions=[1, 0] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 61, 'collision_rate': 0.0}
[STEP] step=62 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 62, 'collision_rate': 0.0}
[STEP] step=63 actions=[1, 0] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 63, 'collision_rate': 0.0}
[STEP] step=64 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 64, 'collision_rate': 0.0}
[STEP] step=65 actions=[1, 0] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 65, 'collision_rate': 0.0}
[STEP] step=66 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 66, 'collision_rate': 0.0}
[STEP] step=67 actions=[1, 0] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 67, 'collision_rate': 0.0}
[STEP] step=68 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 68, 'collision_rate': 0.0}
[STEP] step=69 actions=[1, 0] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 69, 'collision_rate': 0.0}
[STEP] step=70 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 70, 'collision_rate': 0.0}
[STEP] step=71 actions=[1, 0] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 71, 'collision_rate': 0.0}
[STEP] step=72 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 72, 'collision_rate': 0.0}
[STEP] step=73 actions=[1, 0] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 73, 'collision_rate': 0.0}
[STEP] step=74 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 74, 'collision_rate': 0.0}
[STEP] step=75 actions=[1, 0] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 75, 'collision_rate': 0.0}
[STEP] step=76 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 76, 'collision_rate': 0.0}
[STEP] step=77 actions=[1, 0] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 77, 'collision_rate': 0.0}
[STEP] step=78 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 78, 'collision_rate': 0.0}
[STEP] step=79 actions=[1, 0] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 79, 'collision_rate': 0.0}
[STEP] step=80 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 80, 'collision_rate': 0.0}
[END] task=hard score=0.85

[START] task=hard seed=42
[STEP] step=1 actions=[0, 0] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 1, 'collision_rate': 0.0}
[STEP] step=2 actions=[2, 2] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 2, 'collision_rate': 0.0}
[STEP] step=3 actions=[0, 2] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 3, 'collision_rate': 0.3333333333333333}
[STEP] step=4 actions=[0, 0] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 4, 'collision_rate': 0.5}
[STEP] step=5 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 5, 'collision_rate': 0.6}
[STEP] step=6 actions=[0, 2] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 6, 'collision_rate': 0.6666666666666666}
[STEP] step=7 actions=[0, 2] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 7, 'collision_rate': 0.7142857142857143}
[STEP] step=8 actions=[0, 0] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 8, 'collision_rate': 0.75}
[STEP] step=9 actions=[0, 2] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 9, 'collision_rate': 0.7777777777777778}
[STEP] step=10 actions=[0, 4] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 10, 'collision_rate': 0.8}
[STEP] step=11 actions=[2, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 11, 'collision_rate': 0.7272727272727273}
[STEP] step=12 actions=[3, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 12, 'collision_rate': 0.6666666666666666}
[STEP] step=13 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 13, 'collision_rate': 0.6923076923076923}
[STEP] step=14 actions=[2, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 14, 'collision_rate': 0.6428571428571429}
[STEP] step=15 actions=[3, 0] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 15, 'collision_rate': 0.6}
[STEP] step=16 actions=[0, 2] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 16, 'collision_rate': 0.625}
[STEP] step=17 actions=[2, 2] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 17, 'collision_rate': 0.5882352941176471}
[STEP] step=18 actions=[3, 2] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 18, 'collision_rate': 0.5555555555555556}
[STEP] step=19 actions=[0, 3] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 19, 'collision_rate': 0.5789473684210527}
[STEP] step=20 actions=[2, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 20, 'collision_rate': 0.55}
[STEP] step=21 actions=[3, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 21, 'collision_rate': 0.5714285714285714}
[STEP] step=22 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 22, 'collision_rate': 0.6363636363636364}
[STEP] step=23 actions=[2, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 23, 'collision_rate': 0.6521739130434783}
[STEP] step=24 actions=[3, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 24, 'collision_rate': 0.6666666666666666}
[STEP] step=25 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 25, 'collision_rate': 0.72}
[STEP] step=26 actions=[2, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 26, 'collision_rate': 0.7307692307692307}
[STEP] step=27 actions=[3, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 27, 'collision_rate': 0.7407407407407407}
[STEP] step=28 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 28, 'collision_rate': 0.7857142857142857}
[STEP] step=29 actions=[2, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 29, 'collision_rate': 0.7931034482758621}
[STEP] step=30 actions=[3, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 30, 'collision_rate': 0.8}
[STEP] step=31 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 31, 'collision_rate': 0.8387096774193549}
[STEP] step=32 actions=[2, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 32, 'collision_rate': 0.84375}
[STEP] step=33 actions=[3, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 33, 'collision_rate': 0.8484848484848485}
[STEP] step=34 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 34, 'collision_rate': 0.8823529411764706}
[STEP] step=35 actions=[2, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 35, 'collision_rate': 0.8857142857142857}
[STEP] step=36 actions=[3, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 36, 'collision_rate': 0.8888888888888888}
[STEP] step=37 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 37, 'collision_rate': 0.918918918918919}
[STEP] step=38 actions=[2, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 38, 'collision_rate': 0.9210526315789473}
[STEP] step=39 actions=[3, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 39, 'collision_rate': 0.9230769230769231}
[STEP] step=40 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 40, 'collision_rate': 0.95}
[STEP] step=41 actions=[2, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 41, 'collision_rate': 0.9512195121951219}
[STEP] step=42 actions=[3, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 42, 'collision_rate': 0.9523809523809523}
[STEP] step=43 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 43, 'collision_rate': 0.9767441860465116}
[STEP] step=44 actions=[2, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 44, 'collision_rate': 0.9772727272727273}
[STEP] step=45 actions=[3, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 45, 'collision_rate': 0.9777777777777777}
[STEP] step=46 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 46, 'collision_rate': 1.0}
[STEP] step=47 actions=[2, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 47, 'collision_rate': 1.0}
[STEP] step=48 actions=[3, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 48, 'collision_rate': 1.0}
[STEP] step=49 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 49, 'collision_rate': 1.0204081632653061}
[STEP] step=50 actions=[2, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 50, 'collision_rate': 1.02}
[STEP] step=51 actions=[3, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 51, 'collision_rate': 1.0196078431372548}
[STEP] step=52 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 52, 'collision_rate': 1.0384615384615385}
[STEP] step=53 actions=[2, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 53, 'collision_rate': 1.0377358490566038}
[STEP] step=54 actions=[3, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 54, 'collision_rate': 1.037037037037037}
[STEP] step=55 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 55, 'collision_rate': 1.0545454545454545}
[STEP] step=56 actions=[2, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 56, 'collision_rate': 1.0535714285714286}
[STEP] step=57 actions=[3, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 57, 'collision_rate': 1.0526315789473684}
[STEP] step=58 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 58, 'collision_rate': 1.0689655172413792}
[STEP] step=59 actions=[2, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 59, 'collision_rate': 1.0677966101694916}
[STEP] step=60 actions=[3, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 60, 'collision_rate': 1.0666666666666667}
[STEP] step=61 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 61, 'collision_rate': 1.0819672131147542}
[STEP] step=62 actions=[2, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 62, 'collision_rate': 1.0806451612903225}
[STEP] step=63 actions=[3, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 63, 'collision_rate': 1.0793650793650793}
[STEP] step=64 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 64, 'collision_rate': 1.09375}
[STEP] step=65 actions=[2, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 65, 'collision_rate': 1.0923076923076922}
[STEP] step=66 actions=[3, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 66, 'collision_rate': 1.0909090909090908}
[STEP] step=67 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 67, 'collision_rate': 1.1044776119402986}
[STEP] step=68 actions=[2, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 68, 'collision_rate': 1.1029411764705883}
[STEP] step=69 actions=[3, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 69, 'collision_rate': 1.1014492753623188}
[STEP] step=70 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 70, 'collision_rate': 1.1142857142857143}
[STEP] step=71 actions=[2, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 71, 'collision_rate': 1.1126760563380282}
[STEP] step=72 actions=[3, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 72, 'collision_rate': 1.1111111111111112}
[STEP] step=73 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 73, 'collision_rate': 1.1232876712328768}
[STEP] step=74 actions=[2, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 74, 'collision_rate': 1.1216216216216217}
[STEP] step=75 actions=[3, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 75, 'collision_rate': 1.12}
[STEP] step=76 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 76, 'collision_rate': 1.131578947368421}
[STEP] step=77 actions=[2, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 77, 'collision_rate': 1.12987012987013}
[STEP] step=78 actions=[3, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 78, 'collision_rate': 1.1282051282051282}
[STEP] step=79 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 79, 'collision_rate': 1.139240506329114}
[STEP] step=80 actions=[2, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 80, 'collision_rate': 1.1375}
[END] task=hard score=0.00

[START] task=hard seed=99
